Employee No,Employee Name,Gender,Leaving Reason,Previous Employer,Latest  Available Rating,Profit Center,Employee Location,People Group,Employee Category,Supervisor name,Month of termination,Tenure_till_18,Tenure_till_18_in_months,Tenure_till_18_in_years,Age_16_18,Current Status16_18,Is promoted,Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,BD Hours,NC Hours,Utilization%,Utilization Status,Utilization%-Mean
89,Estrellita Tawsha,M,Career Growth,Unknown,3.0,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Agata Theodosia,4,4.835143774341704,58.02172529210045,5.0,27.0,Resigned,No,88.0,88.0,64.0,0.0,0.0,0.0,24.0,72.72727272727273,Above Avg,72.72727272727273
90,Sibel Wrennie,F,Working Conditions,interosis,4.0,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Rina Debee,8,5.8344798318925095,70.01375798271012,6.0,31.0,Resigned,No,2232.0,600.0,0.0,1632.0,0.0,600.0,16.0,0.0,Low,96.0
91,Jacquelyn Callie,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,Unknown,6.75167867923366,81.02014415080392,7.0,0.0,Active,Yes,4168.0,3550.5,2957.0,540.0,77.5,228.0,515.0,83.20346358122876,Efficient,83.20346358122876
92,Brunhilda Rakel,F,Personal,Unknown,3.0,PC - 2,Location 7,Client Service Staff,Serving Notice Period,Marys Essy,2,5.582592387249567,66.9911086469948,6.0,29.0,Resigned,No,1848.0,1752.0,1689.4,96.0,0.0,0.0,288.0,96.4269406392694,Efficient,96.4269406392694
93,Gert Editha,F,Career Growth,agizu,Unknown,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Tallia Eyde,Unknown,6.581928444800372,78.98314133760447,7.0,0.0,Active,No,4168.0,2365.0,996.0,1732.0,71.0,90.0,1300.0,39.54308332398246,Below Avg,39.54308332398246
94,Ezmeralda Nisse,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Alvinia Ede,Unknown,6.581928444800372,78.98314133760447,7.0,0.0,Active,No,4168.0,3720.0,2358.0,408.0,40.0,0.0,1394.0,63.03493517343813,Above Avg,63.03493517343813
95,Naomi Rebekah,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Philippe Kizzie,Unknown,6.581928444800372,78.98314133760447,7.0,0.0,Active,No,4168.0,3740.0,3421.0,360.0,68.0,0.0,574.0,91.42340108165487,Efficient,91.42340108165487
96,Jayme Linzy,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Secondee-Outward-Without Pay,Sile Lorrie,10,5.087031218984647,61.04437462781576,5.0,0.0,Resigned,No,1200.0,1080.0,904.0,120.0,0.0,0.0,184.0,83.7037037037037,Efficient,83.7037037037037
97,Rosalynd Catina,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Zaria Dawn,Unknown,6.499791234590717,77.9974948150886,6.0,0.0,Active,No,4168.0,3696.5,2840.0,396.0,75.5,0.0,1070.5,77.07249049676285,Efficient,77.07249049676285
98,Eba Caroljean,M,Career Growth,trita,3.0,PC - 2,Location 9,Client Service Staff,Serving Notice Period,Marleah Bernadina,9,5.002156101768003,60.02587322121604,5.0,32.0,Resigned,No,976.0,850.0,432.0,96.0,30.0,30.0,434.0,50.8235294117647,Above Avg,50.8235294117647
99,Marybeth Cornelia,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Zaria Dawn,Unknown,6.499791234590717,77.9974948150886,6.0,0.0,Active,Yes,4168.0,3757.5,3442.0,360.0,50.5,0.0,467.5,91.74307266742683,Efficient,91.74307266742683
100,Nancee Deirdre,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Annnora Gabrielle,Unknown,6.499791234590717,77.9974948150886,6.0,0.0,Active,No,4168.0,3558.0,1951.7,552.0,58.0,0.0,1715.3,55.45092839035152,Above Avg,55.45092839035152
101,Orsa Margeaux,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,Unknown,6.3327789071644185,75.99334688597303,6.0,0.0,Active,No,4168.0,3888.0,1450.0,256.0,24.0,0.0,2454.0,37.20268982314942,Below Avg,37.20268982314942
102,Enrica Tildi,M,Career Growth,Unknown,4.0,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Cordey Sofia,11,5.002156101768003,60.02587322121604,5.0,28.0,Resigned,No,1368.0,1316.5,1224.0,40.0,11.5,0.0,299.5,92.97379415115837,Efficient,92.97379415115837
103,Lian Harley,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jordanna Danya,Unknown,6.3327789071644185,75.99334688597303,6.0,0.0,Active,No,4168.0,4063.5,648.0,96.0,8.5,0.0,3426.5,15.972039838699205,Low,15.972039838699205
104,Ali Elsinore,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Revkah Stephie,Unknown,6.247903789947775,74.9748454793733,6.0,0.0,Active,Yes,4168.0,3593.0,1387.5,524.0,51.0,0.0,2206.5,38.6066234112303,Below Avg,38.6066234112303
105,Dore Natalya,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Daryl Natalina,Unknown,6.163028672731131,73.95634407277358,6.0,0.0,Active,No,4168.0,3797.0,1160.5,332.0,39.0,1422.5,1450.0,30.561990049585603,Below Avg,30.561990049585603
106,Tamarra Brietta,M,Personal,hemify,2.0,PC - 6,Location 7,Client Service Staff,Serving Notice Period,Pamelina Shalna,9,4.665393539908417,55.984722478901006,5.0,28.0,Resigned,No,1016.0,828.0,604.0,128.0,60.0,0.0,308.0,72.94685990338165,Above Avg,72.94685990338165
107,Willette Lil,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,Unknown,6.163028672731131,73.95634407277358,6.0,0.0,Active,No,4168.0,3918.0,404.0,250.0,0.0,1789.0,1784.0,10.300938477580814,Low,10.300938477580814
108,Sashenka Channa,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Frances Mignonne,Unknown,6.163028672731131,73.95634407277358,6.0,0.0,Active,No,4168.0,3065.5,2344.0,1096.0,6.5,256.0,680.0,75.83164725071974,Efficient,75.83164725071974
109,Deloris Gabriella,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 5,Client Service Staff,Confirmed Staff,Kynthia Hildy,Unknown,6.083629369528464,73.00355243434157,6.0,0.0,Active,No,4168.0,3891.5,1008.0,264.0,12.5,282.0,2717.5,26.07911949217036,Below Avg,26.07911949217036
110,Zaneta Arlette,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Kalindi Toma,Unknown,5.99875425231182,71.98505102774185,6.0,0.0,Active,No,4168.0,3575.75,2494.0,552.0,40.25,0.0,1289.75,69.26683636931465,Above Avg,69.26683636931465
111,Hattie Eve,F,Personal,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Trenna Mureil,2,5.831741924885521,69.98090309862626,6.0,31.0,Resigned,No,3928.0,3644.0,2225.0,280.0,4.0,0.0,1474.0,60.04265381039092,Above Avg,60.04265381039092
112,Giselle Trixy,M,Personal,zooloo,3.0,PC - 2,Location 7,Client Service Staff,Serving Notice Period,Trenna Mureil,10,4.503857026496095,54.04628431795314,5.0,29.0,Resigned,No,1176.0,1073.0,1034.0,76.0,27.0,0.0,87.0,96.36533084808947,Efficient,96.36533084808947
113,Beryle Lisha,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Guenevere Florida,Unknown,5.916617042102165,70.99940450522598,6.0,0.0,Active,No,4168.0,3702.0,2124.0,432.0,34.0,0.0,1691.5,56.89574234533012,Above Avg,56.89574234533012
114,Iormina Lucienne,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Trudey Lissi,Unknown,5.916617042102165,70.99940450522598,6.0,0.0,Active,No,4168.0,3893.5,1301.5,256.0,18.5,294.0,2336.0,33.44884658262585,Below Avg,33.44884658262585
115,Mathilda Tomi,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 4,Client Service Staff,Confirmed Staff,Oriana Tabby,Unknown,5.916617042102165,70.99940450522598,6.0,0.0,Active,Yes,4168.0,3519.0,3506.0,572.0,77.0,16.0,174.0,99.62853360858699,Efficient,99.62853360858699
116,Amara Kamila,F,Personal,Unknown,2.0,PC - 2,Location 7,Client Service Staff,Serving Notice Period,Trenna Mureil,3,4.917280984551359,59.00737181461631,5.0,29.0,Resigned,No,2072.0,1764.0,1527.0,232.0,76.0,40.0,240.0,86.56462585034014,Efficient,86.56462585034014
117,Hermine Malinde,F,Others,scire,3.0,PC - 6,Location 1,Client Service Staff,Serving Notice Period,Tallia Eyde,8,4.251969581853152,51.02363498223782,4.0,29.0,Resigned,No,768.0,768.0,248.0,0.0,0.0,0.0,520.0,32.29166666666667,Below Avg,32.29166666666667
118,Suzi Catherin,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,Unknown,5.831741924885521,69.98090309862626,6.0,0.0,Active,Yes,4168.0,3611.75,3353.75,464.0,92.25,0.0,481.0,92.92829093117577,Efficient,92.92829093117577
119,Eydie Francine,M,Career Growth,unent,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Lenora Nydia,4,5.9138791350951765,70.96654962114212,6.0,37.0,Resigned,No,4168.0,3838.0,1880.0,328.0,2.0,0.0,1958.0,48.932637983485435,Below Avg,48.932637983485435
120,Tersina Cecily,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,Unknown,5.831741924885521,69.98090309862626,6.0,0.0,Active,Yes,4168.0,3382.0,3115.0,640.0,146.0,0.0,466.0,92.10572675978342,Efficient,92.10572675978342
121,Conni Athene,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Alvinia Ede,Unknown,5.831741924885521,69.98090309862626,6.0,0.0,Active,No,4168.0,3659.5,2620.0,384.0,124.5,0.0,1119.0,71.41188120142752,Above Avg,71.41188120142752
122,Sybil Georgianna,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jordanna Danya,Unknown,5.831741924885521,69.98090309862626,6.0,0.0,Active,Yes,4168.0,3747.0,1844.0,412.0,9.0,140.0,1771.0,49.446255838653315,Below Avg,49.446255838653315
123,Theo Alyssa,F,Career Growth,alimm,4.0,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Revkah Stephie,11,4.418981909279451,53.02778291135341,4.0,37.0,Resigned,No,1288.0,1272.0,600.0,8.0,8.0,32.0,648.0,47.16981132075472,Below Avg,47.16981132075472
124,Stacey Cassey,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Secondee-Outward-Without Pay,Tallia Eyde,Unknown,5.749604714675866,68.99525657611039,6.0,0.0,Active,No,3128.0,2928.0,1442.0,200.0,0.0,0.0,1486.0,42.014251981784454,Below Avg,42.014251981784454
125,Vivyanne Mia,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 5,Client Service Staff,Confirmed Staff,Nikolia Shirl,Unknown,5.749604714675866,68.99525657611039,6.0,0.0,Active,No,4168.0,3485.5,2760.0,628.0,54.5,167.0,617.0,79.19504673531235,Efficient,79.19504673531235
126,Pier Valenka,M,Further Studies,Unknown,3.0,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Rosabel Saidee,10,5.336180756620601,64.03416907944722,5.0,27.0,Resigned,No,3208.0,2220.5,1749.0,983.0,4.5,0.0,479.5,78.52705776744091,Efficient,78.52705776744091
127,Dorene Esmaria,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,Unknown,5.664729597459222,67.97675516951067,6.0,0.0,Active,No,4168.0,3856.0,2451.0,304.0,8.0,0.0,1544.0,64.86909075224293,Above Avg,64.86909075224293
128,Nerita Anet,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,Unknown,5.664729597459222,67.97675516951067,6.0,0.0,Active,No,4168.0,3887.0,631.0,248.0,33.0,2639.5,687.5,16.260065309675564,Low,16.260065309675564
129,Dael Miranda,M,Career Growth,cynoid,3.0,PC - 1,Location 8,Client Service Staff,Awaiting Termination,Lindy Marguerite,8,5.0842933119776585,61.0115197437319,5.0,33.0,Resigned,No,2928.0,2592.0,1512.0,336.0,0.0,0.0,1072.0,49.9375,Below Avg,49.9375
130,Cinnamon Adelaida,M,Deceased,oyofix,Unknown,PC - 1,Location 8,Client Service Staff,Awaiting Termination,Lindy Marguerite,1,5.5031930840469006,66.03831700856281,6.0,32.0,Resigned,No,3776.0,3159.5,3211.0,592.0,24.5,40.0,357.0,105.84379926977014,Over Utilization,105.84379926977014
131,Alicea Doroteya,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Agata Theodosia,Unknown,5.664729597459222,67.97675516951067,6.0,0.0,Active,Yes,4168.0,3710.0,3485.0,408.0,50.0,0.0,354.0,93.92269560931149,Efficient,93.92269560931149
132,Netty Florentia,M,Personal,Unknown,3.0,PC - 2,Location 7,Client Service Staff,Serving Notice Period,Terza Gwyn,11,4.334106792062808,52.00928150475369,4.0,26.0,Resigned,No,1248.0,1031.0,632.0,216.0,1.0,0.0,413.0,61.299709020368574,Above Avg,61.299709020368574
133,Kylen Evania,M,Job Related,postist,Unknown,PC - 3,Location 5,Client Service Staff,Awaiting Termination,Barbee Joey,11,5.248567732396969,62.98281278876363,5.0,36.0,Resigned,No,3456.0,3105.5,172.0,348.0,2.5,2934.0,85.5,5.924393194209047,Low,5.924393194209047
134,Dyana Niki,M,Career Growth,omnify,3.0,PC - 3,Location 2,Client Service Staff,Serving Notice Period,Vonni Bethena,7,3.915207019993566,46.98248423992279,4.0,32.0,Resigned,No,688.0,664.0,528.0,24.0,0.0,0.0,136.0,79.51807228915662,Efficient,79.51807228915662
135,Doralyn Marylynne,M,Career Growth,zooloo,3.0,PC - 7,Location 6,Client Service Staff,Serving Notice Period,Bernice Andrea,3,4.498381212482118,53.980574549785416,4.0,33.0,Resigned,No,2056.0,1725.0,957.0,328.0,3.0,0.0,789.0,55.47826086956522,Above Avg,55.47826086956522
136,Roberta Karylin,M,Career Growth,aurise,3.0,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Jillana Vivi,8,4.49564330547513,53.947719665701555,4.0,30.0,Resigned,No,2240.0,1991.0,1452.0,232.0,17.0,0.0,619.0,50.94480696030451,Above Avg,50.94480696030451
137,Tamera Daune,M,Career Growth,avape,3.0,PC - 1,Location 3,Client Service Staff,Serving Notice Period,Kippy Marquita,12,4.1670944646365085,50.0051335756381,4.0,31.0,Resigned,No,1488.0,1320.0,1157.0,168.0,0.0,0.0,164.0,87.65151515151514,Efficient,87.65151515151514
138,Marris Gilda,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Irene Candis,Unknown,5.330704942606625,63.968459311279496,5.0,0.0,Active,No,4168.0,3808.0,1711.0,352.0,8.0,0.0,2105.0,44.35416225188953,Below Avg,44.35416225188953
139,Dora Jobi,M,Personal,centicee,3.0,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Philippe Kizzie,10,4.917280984551359,59.00737181461631,5.0,34.0,Resigned,No,3256.0,2800.5,1851.0,360.0,95.5,92.0,989.5,58.08327180350598,Above Avg,58.08327180350598
140,Vinni Calypso,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Kippy Marquita,Unknown,5.245829825389981,62.94995790467977,5.0,0.0,Active,Yes,4168.0,3638.0,1825.0,496.0,34.0,0.0,1869.0,50.145288388535064,Above Avg,50.145288388535064
141,Cherry Fancie,M,Career Growth,luper,Unknown,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Kippy Marquita,2,5.160954708173337,61.931456498080045,5.0,35.0,Resigned,No,3968.0,3561.0,2310.0,396.0,11.0,337.0,914.0,64.8408373143007,Above Avg,64.8408373143007
142,Holli Lizabeth,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Willette Lil,Unknown,5.160954708173337,61.931456498080045,5.0,0.0,Active,No,4168.0,3764.5,3793.0,392.0,11.5,0.0,306.0,100.76396988025331,Over Utilization,100.76396988025331
143,Karlyn Florette,M,Career Growth,exicious,2.0,PC - 5,Location 3,Client Service Staff,Serving Notice Period,Rina Debee,5,3.3292949204980253,39.951539045976304,3.0,31.0,Resigned,No,328.0,328.0,448.0,0.0,0.0,0.0,16.0,136.58536585365854,Over Utilization,136.58536585365854
144,Agna Matelda,M,Personal,perive,3.0,PC - 6,Location 7,Client Service Staff,Serving Notice Period,Tallia Eyde,8,3.5045209689452896,42.054251627343476,4.0,36.0,Resigned,No,872.0,776.0,8.0,24.0,72.0,452.0,340.0,1.0309278350515463,Low,1.0309278350515463
145,Libbey Rita,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,Unknown,4.999418194761015,59.99301833713218,5.0,0.0,Active,Yes,4168.0,3620.0,3364.0,544.0,4.0,0.0,304.0,92.8128054740958,Efficient,92.8128054740958
146,Rosabel Saidee,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,Unknown,4.917280984551359,59.00737181461631,5.0,0.0,Active,No,4168.0,3892.0,1674.0,276.0,0.0,356.0,1890.0,43.23222570585899,Below Avg,43.23222570585899
147,Hollyanne Bonnie,M,Personal,biore,3.0,PC - 3,Location 2,Client Service Staff,Serving Notice Period,Vonni Bethena,4,3.0007460796594043,36.008952955912854,3.0,27.0,Resigned,No,128.0,120.0,0.0,8.0,0.0,0.0,120.0,0.0,Low,96.0
148,Nomi Anabella,F,Career Growth,biore,3.0,PC - 3,Location 2,Client Service Staff,Serving Notice Period,Kynthia Hildy,4,3.0007460796594043,36.008952955912854,3.0,28.0,Resigned,No,160.0,160.0,64.0,0.0,0.0,0.0,104.0,40.0,Below Avg,40.0
149,Kaela Chad,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,Unknown,4.917280984551359,59.00737181461631,5.0,0.0,Active,No,4168.0,3718.5,3423.5,424.0,25.5,0.0,514.0,92.0657499730604,Efficient,92.0657499730604
150,Wynn Sandra,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,Unknown,4.917280984551359,59.00737181461631,5.0,0.0,Active,Yes,4168.0,3644.5,3538.0,452.0,71.5,21.0,534.5,97.31673834488122,Efficient,97.31673834488122
151,Chrissy Cassie,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Laetitia Yoshi,Unknown,4.917280984551359,59.00737181461631,5.0,0.0,Active,Yes,4168.0,3631.5,3731.0,488.0,48.5,0.0,29.0,102.81229239967521,Over Utilization,102.81229239967521
152,Eilis Carina,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,Unknown,4.832405867334716,57.98887040801659,5.0,0.0,Active,No,4168.0,3186.5,2749.0,968.0,13.5,0.0,595.5,85.18104090286732,Efficient,85.18104090286732
153,Joell Essa,M,Further Studies,munder,3.0,PC - 3,Location 2,Client Service Staff,Serving Notice Period,Kynthia Hildy,8,3.252633524302347,39.03160229162817,3.0,27.0,Resigned,No,832.0,632.0,608.0,200.0,0.0,0.0,0.0,96.20253164556962,Efficient,96.20253164556962
154,Enrika Vera,M,Career Growth,insulescent,4.0,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Nerissa Jackquelin,9,4.334106792062808,52.00928150475369,4.0,32.0,Resigned,No,3008.0,2687.5,2160.0,312.0,8.5,0.0,796.0,93.92447601535939,Efficient,93.92447601535939
155,Marietta Alyss,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Em Cacilie,Unknown,4.832405867334716,57.98887040801659,5.0,0.0,Active,No,4168.0,3569.0,3422.0,568.0,31.0,0.0,168.0,95.90951660407435,Efficient,95.90951660407435
156,Reba Samaria,M,Career Growth,transescent,2.0,PC - 5,Location 3,Client Service Staff,Serving Notice Period,Orsa Margeaux,5,3.0007460796594043,36.008952955912854,3.0,28.0,Resigned,No,328.0,328.0,144.0,0.0,0.0,0.0,184.0,43.90243902439025,Below Avg,43.90243902439025
157,Ariadne Aila,F,Career Growth,Unknown,3.0,PC - 2,Location 9,Client Service Staff,Serving Notice Period,Jolyn Briney,3,3.8330698097839107,45.996837717406926,4.0,29.0,Resigned,No,2000.0,1783.0,1697.0,208.0,9.0,0.0,136.0,95.17666853617499,Efficient,95.17666853617499
158,Breena Clarita,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,Unknown,4.832405867334716,57.98887040801659,5.0,0.0,Active,No,4168.0,3638.0,3578.0,496.0,34.0,0.0,263.0,98.5240748591848,Efficient,98.5240748591848
159,Grata Rochella,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Philippe Kizzie,Unknown,4.832405867334716,57.98887040801659,5.0,0.0,Active,No,4168.0,3431.5,2231.5,540.0,196.5,0.0,1315.5,64.5224086565343,Above Avg,64.5224086565343
160,Chicky Karita,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Marleah Bernadina,Unknown,4.832405867334716,57.98887040801659,5.0,0.0,Active,Yes,4168.0,3407.0,2907.5,672.0,89.0,276.0,280.0,85.38386838133636,Efficient,85.38386838133636
161,Martina Charline,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Marleah Bernadina,Unknown,4.832405867334716,57.98887040801659,5.0,0.0,Active,No,4168.0,3642.0,3263.5,480.0,46.0,0.0,502.0,89.80637046451854,Efficient,89.80637046451854
162,Roslyn Donielle,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,Unknown,4.832405867334716,57.98887040801659,5.0,0.0,Active,Yes,4168.0,3574.25,3506.75,576.0,17.75,0.0,231.5,98.19083355668721,Efficient,98.19083355668721
163,Gabriell Kimberlyn,M,Career Growth,Unknown,Unknown,PC - 3,Location 2,Client Service Staff,Awaiting Termination,Rosabel Saidee,11,4.501119119489107,54.01342943386928,5.0,28.0,Resigned,No,3392.0,3016.0,2568.0,376.0,0.0,64.0,502.0,87.43906020558003,Efficient,87.43906020558003
164,Brittney Drusie,M,Career Growth,yore,1.0,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Cordey Sofia,10,3.0007460796594043,36.008952955912854,3.0,29.0,Resigned,No,192.0,192.0,96.0,0.0,0.0,0.0,80.0,66.66666666666666,Above Avg,66.66666666666666
165,Benedikta Kirbee,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Revkah Stephie,Unknown,4.832405867334716,57.98887040801659,5.0,0.0,Active,No,4168.0,3669.75,3234.75,456.0,42.25,0.0,566.0,88.35132705140828,Efficient,88.35132705140828
166,Farah Margarethe,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,Unknown,4.832405867334716,57.98887040801659,5.0,0.0,Active,No,4168.0,3789.0,3792.0,352.0,27.0,0.0,48.0,100.09162653825575,Over Utilization,100.09162653825575
